Event_No,Datetime,Y Acc Filtered_Mean_observed,Y Acc Filtered_Mean_trend,Y Acc Filtered_Mean_seasonal,Y Acc Filtered_Mean_resid
788,2021-10-02 12:38:00,-0.019761219,0.003223430557818684,-0.004919470375391506,-0.018065179182427178
789,2021-10-02 13:08:00,0.111968501,0.0035929358020822164,0.08503605871328537,0.02333950648463241
790,2021-10-02 13:38:00,0.027466541,0.003924486135464905,-0.0008824621622085657,0.024424517026743663
791,2021-10-02 14:08:00,-0.068269959,0.004213075474202326,-0.04418309738810512,-0.02829993708609721
792,2021-10-02 14:38:00,-0.049604318,0.004455620979055671,-0.03880316532934403,-0.01525677364971164
793,2021-10-02 15:08:00,0.04830969,0.004650758666600742,0.0013567036083704921,0.042302227725028764
794,2021-10-02 15:38:00,-0.044893637,0.004799451883411897,0.0017334202967728097,-0.0514265091801847
795,2021-10-02 16:08:00,-0.025186415,0.004904171369643091,-0.022158889817393026,-0.007931696552250065
796,2021-10-02 16:38:00,-0.104170402,0.004968366954820792,-0.006316376330371158,-0.10282239262444963
797,2021-10-02 17:08:00,-0.009693381,0.004995038746448386,-0.0017587044631626782,-0.012929715283285707
798,2021-10-02 17:38:00,-0.118220896,0.004987315950155252,0.010390430776454318,-0.13359864272660957
799,2021-10-02 18:08:00,0.041017417,0.004947854547001816,0.014573336187581321,0.021496226265416862
800,2021-10-02 18:38:00,0.005318558,0.004878814015640584,-0.010764220650502023,0.011203964634861438
801,2021-10-02 19:08:00,-0.012257355,0.004782253866248507,-0.04694130344284341,0.029901694576594907
802,2021-10-02 19:38:00,0.077128444,0.004661154811750974,0.025323552738178528,0.0471437364500705
803,2021-10-02 20:08:00,0.034787186,0.004519860167223316,0.033936818536039526,-0.0036694927032628437
804,2021-10-02 20:38:00,-0.085802932,0.004363105314542905,-0.044806387001076545,-0.04535965031346636
805,2021-10-02 21:08:00,0.031754322,0.004194551411577487,0.027506110767451995,5.3659820970520036e-05
806,2021-10-02 21:38:00,0.070438581,0.004017683628104628,0.046079343858354556,0.020341553513540816
807,2021-10-02 22:08:00,-0.006882484,0.003836317407863535,0.0019522488695205898,-0.012671050277384126
808,2021-10-02 22:38:00,0.086563046,0.0036548145900424465,0.05447019011643079,0.02843804129352677
809,2021-10-02 23:08:00,0.003418808,0.0034770429818785846,-0.001959849270399786,0.0019016142885212015
810,2021-10-02 23:38:00,0.023299326,0.0033066413427579313,-0.009294009393211653,0.02928669405045372
811,2021-10-03 00:08:00,-0.012440829,0.0031462239661180494,-0.05547730876562083,0.039890255799502776
812,2021-10-03 00:38:00,-0.047587861,0.0029979088381069845,-0.02071754908322524,-0.029868220754881745
813,2021-10-03 01:08:00,0.026202055,0.0028618426719746125,-0.00039780939841467245,0.02373802172644006
814,2021-10-03 01:38:00,-0.014062862,0.0027363428260823975,-0.03375554898656716,0.01695634416048476
815,2021-10-03 02:08:00,0.016008692,0.0026190667707916507,-0.01094270426399548,0.02433232949320383
816,2021-10-03 02:38:00,0.078361674,0.002507013880309543,0.026475281129455307,0.04937937899023515
817,2021-10-03 03:08:00,-0.003931024,0.002397527302388228,0.02112560630871907,-0.027454157611107297
818,2021-10-03 03:38:00,-0.035256694,0.002288289427833075,0.08273284465969485,-0.12027782808752793
819,2021-10-03 04:08:00,-0.059838808,0.002177042863455784,-0.02873454198108599,-0.0332813088823698
820,2021-10-03 04:38:00,-0.074808314,0.0020612671109320525,-0.026643724612736206,-0.05022585649819585
821,2021-10-03 05:08:00,-0.073861391,0.0019382891477538185,-0.0550676181903682,-0.020732061957385618
822,2021-10-03 05:38:00,-0.017856535,0.0018064964803482658,0.0063586946514459924,-0.026021726131794258
823,2021-10-03 06:08:00,-0.00834758,0.0016635226991128656,-0.039671088309383755,0.02965998561027089
824,2021-10-03 06:38:00,-0.012076897,0.0015073888370080453,-0.012734240381518621,-0.0008500454554894235
825,2021-10-03 07:08:00,0.01313986,0.0013379103316885782,0.03146667485803857,-0.019664725189727148
826,2021-10-03 07:38:00,0.006381971,0.001156363268387971,0.025908498433220538,-0.02068289070160851
827,2021-10-03 08:08:00,0.07738017,0.000965459123103071,0.04833722919362398,0.028077481683272947
828,2021-10-03 08:38:00,0.019872521,0.0007678310054647193,-0.0028472077291966146,0.021951897723731895
829,2021-10-03 09:08:00,-0.077631166,0.0005660798503513505,-0.002466801266119034,-0.07573044458423232
830,2021-10-03 09:38:00,-0.023694536,0.00036145149643146326,-0.026535501646901025,0.0024795141504695634
831,2021-10-03 10:08:00,-0.052765463,0.0001539874753326731,-0.015655124098540005,-0.03726432637679267
832,2021-10-03 10:38:00,0.087419151,-5.584593904647887e-05,0.06675953344664595,0.020715463492400527
833,2021-10-03 11:08:00,-0.003389918,-0.00026620730942523237,0.011366583056586076,-0.014490293747160843
834,2021-10-03 11:38:00,-0.085296975,-0.00047500974024683646,-0.08238778666611808,-0.002434178593635079
835,2021-10-03 12:08:00,0.052598388,-0.000679880170908446,0.019972359507811312,0.03330590866309714
836,2021-10-03 12:38:00,0.031793807,-0.0008792029201807381,-0.0022712458431631134,0.034944255763343854
837,2021-10-03 13:08:00,0.085827784,-0.0010707423472037072,0.06897105548184106,0.017927470865362654
838,2021-10-03 13:38:00,-0.029301989,-0.0012511888454392862,-0.012816582484675789,-0.015234217669884925
839,2021-10-03 14:08:00,-0.029235268,-0.0014179812167049361,-0.030485008153333396,0.0026677213700383334
840,2021-10-03 14:38:00,-0.094400864,-0.0015698651808666857,-0.04292279575481323,-0.04990820306432008
