TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,9/27/2021 12:39
9779759,27/9/2021,12:54:56 PM,5.17E+00,-3.26E+00,3.90E+03,2.29E+01,
9779760,27/9/2021,12:54:56 PM,2.73E+00,2.40E+00,3.90E+03,2.29E+01,
9779761,27/9/2021,12:54:56 PM,-6.75E-01,8.54E+00,3.90E+03,2.29E+01,
9779762,27/9/2021,12:54:56 PM,-3.57E+00,1.45E+01,3.90E+03,2.29E+01,
9779763,27/9/2021,12:54:56 PM,-6.45E+00,1.98E+01,3.90E+03,2.28E+01,
9779764,27/9/2021,12:54:56 PM,-7.19E+00,2.44E+01,3.90E+03,2.28E+01,
9779765,27/9/2021,12:54:56 PM,-5.03E+00,2.87E+01,3.91E+03,2.28E+01,
9779766,27/9/2021,12:54:57 PM,-2.89E+00,3.22E+01,3.91E+03,2.28E+01,
9779767,27/9/2021,12:54:57 PM,-3.38E+00,3.59E+01,3.91E+03,2.28E+01,
9779768,27/9/2021,12:54:57 PM,-4.57E+00,3.88E+01,3.91E+03,2.28E+01,
9779769,27/9/2021,12:54:57 PM,-4.19E+00,4.11E+01,3.91E+03,2.28E+01,
9779770,27/9/2021,12:54:57 PM,-3.47E+00,4.40E+01,3.91E+03,2.28E+01,
9779771,27/9/2021,12:54:57 PM,-3.81E+00,4.72E+01,3.91E+03,2.27E+01,
9779772,27/9/2021,12:54:57 PM,-5.06E+00,4.85E+01,3.91E+03,2.27E+01,
9779773,27/9/2021,12:54:57 PM,-7.50E+00,4.87E+01,3.91E+03,2.27E+01,
9779774,27/9/2021,12:54:57 PM,-9.38E+00,4.74E+01,3.91E+03,2.27E+01,
9779775,27/9/2021,12:54:57 PM,-9.67E+00,4.45E+01,3.91E+03,2.27E+01,
9779776,27/9/2021,12:54:58 PM,-8.39E+00,4.04E+01,3.91E+03,2.27E+01,
9779777,27/9/2021,12:54:58 PM,-7.38E+00,3.66E+01,3.91E+03,2.27E+01,
9779778,27/9/2021,12:54:58 PM,-6.75E+00,3.12E+01,3.90E+03,2.27E+01,
9779779,27/9/2021,12:54:58 PM,-4.98E+00,2.48E+01,3.90E+03,2.27E+01,
9779780,27/9/2021,12:54:58 PM,-1.63E+00,1.98E+01,3.90E+03,2.27E+01,
9779781,27/9/2021,12:54:58 PM,1.76E+00,1.61E+01,3.90E+03,2.27E+01,
9779782,27/9/2021,12:54:58 PM,5.33E+00,1.11E+01,3.90E+03,2.27E+01,
9779783,27/9/2021,12:54:58 PM,6.52E+00,6.28E+00,3.90E+03,2.27E+01,
9779784,27/9/2021,12:54:58 PM,8.12E+00,2.01E+00,3.90E+03,2.27E+01,
9779785,27/9/2021,12:54:58 PM,1.02E+01,-1.78E+00,3.90E+03,2.27E+01,
9779786,27/9/2021,12:54:59 PM,1.03E+01,-3.59E+00,3.90E+03,2.28E+01,
9779787,27/9/2021,12:54:59 PM,1.07E+01,-5.78E+00,3.90E+03,2.28E+01,
9779788,27/9/2021,12:54:59 PM,8.05E+00,-6.89E+00,3.90E+03,2.28E+01,
9779789,27/9/2021,12:54:59 PM,5.55E+00,-8.03E+00,3.90E+03,2.29E+01,
9779790,27/9/2021,12:54:59 PM,5.12E+00,-9.69E+00,3.90E+03,2.29E+01,
9779791,27/9/2021,12:54:59 PM,3.98E+00,-1.04E+01,3.90E+03,2.29E+01,
9779792,27/9/2021,12:54:59 PM,2.92E+00,-1.17E+01,3.90E+03,2.29E+01,
9779793,27/9/2021,12:54:59 PM,6.70E-01,-1.28E+01,3.90E+03,2.29E+01,
9779794,27/9/2021,12:54:59 PM,-1.33E+00,-1.32E+01,3.90E+03,2.29E+01,
9779795,27/9/2021,12:54:59 PM,-1.93E+00,-1.19E+01,3.90E+03,2.29E+01,
9779796,27/9/2021,12:55:00 PM,-3.19E+00,-9.41E+00,3.90E+03,2.29E+01,
9779797,27/9/2021,12:55:00 PM,-4.59E+00,-6.91E+00,3.90E+03,2.29E+01,
9779798,27/9/2021,12:55:00 PM,-6.19E+00,-5.06E+00,3.90E+03,2.28E+01,
9779799,27/9/2021,12:55:00 PM,-7.11E+00,-2.93E+00,3.90E+03,2.28E+01,
9779800,27/9/2021,12:55:00 PM,-7.90E+00,1.07E+00,3.90E+03,2.28E+01,
9779801,27/9/2021,12:55:00 PM,-8.84E+00,4.84E+00,3.90E+03,2.28E+01,
9779802,27/9/2021,12:55:00 PM,-1.03E+01,8.83E+00,3.90E+03,2.28E+01,
9779803,27/9/2021,12:55:00 PM,-1.17E+01,1.17E+01,3.90E+03,2.28E+01,
9779804,27/9/2021,12:55:00 PM,-1.35E+01,1.35E+01,3.90E+03,2.28E+01,
9779805,27/9/2021,12:55:00 PM,-1.49E+01,1.48E+01,3.90E+03,2.28E+01,
9779806,27/9/2021,12:55:01 PM,-1.50E+01,1.81E+01,3.90E+03,2.28E+01,
9779807,27/9/2021,12:55:01 PM,-1.44E+01,2.11E+01,3.90E+03,2.28E+01,
9779808,27/9/2021,12:55:01 PM,-1.37E+01,2.32E+01,3.90E+03,2.28E+01,
9779809,27/9/2021,12:55:01 PM,-1.26E+01,2.38E+01,3.90E+03,2.28E+01,
9779810,27/9/2021,12:55:01 PM,-1.08E+01,2.49E+01,3.90E+03,2.28E+01,
9779811,27/9/2021,12:55:01 PM,-7.36E+00,2.68E+01,3.90E+03,2.27E+01,
9779812,27/9/2021,12:55:01 PM,-2.97E+00,2.88E+01,3.90E+03,2.27E+01,
9779813,27/9/2021,12:55:01 PM,5.03E-01,3.25E+01,3.91E+03,2.28E+01,
9779814,27/9/2021,12:55:01 PM,3.81E+00,3.50E+01,3.91E+03,2.28E+01,
9779815,27/9/2021,12:55:01 PM,6.59E+00,3.68E+01,3.91E+03,2.28E+01,
9779816,27/9/2021,12:55:02 PM,9.50E+00,3.98E+01,3.91E+03,2.27E+01,
9779817,27/9/2021,12:55:02 PM,1.07E+01,4.34E+01,3.91E+03,2.27E+01,
9779818,27/9/2021,12:55:02 PM,1.29E+01,4.57E+01,3.91E+03,2.27E+01,
9779819,27/9/2021,12:55:02 PM,1.48E+01,4.68E+01,3.91E+03,2.28E+01,
9779820,27/9/2021,12:55:02 PM,1.47E+01,4.60E+01,3.91E+03,2.28E+01,
9779821,27/9/2021,12:55:02 PM,1.48E+01,4.40E+01,3.91E+03,2.28E+01,
9779822,27/9/2021,12:55:02 PM,1.63E+01,4.09E+01,3.91E+03,2.28E+01,
9779823,27/9/2021,12:55:02 PM,1.63E+01,3.90E+01,3.91E+03,2.29E+01,
9779824,27/9/2021,12:55:02 PM,1.68E+01,3.53E+01,3.91E+03,2.29E+01,
9779825,27/9/2021,12:55:02 PM,1.56E+01,2.99E+01,3.91E+03,2.29E+01,
9779826,27/9/2021,12:55:03 PM,1.42E+01,2.48E+01,3.90E+03,2.29E+01,
9779827,27/9/2021,12:55:03 PM,1.43E+01,1.99E+01,3.90E+03,2.29E+01,
9779828,27/9/2021,12:55:03 PM,1.50E+01,1.60E+01,3.91E+03,2.29E+01,
9779829,27/9/2021,12:55:03 PM,1.41E+01,1.16E+01,3.90E+03,2.29E+01,
9779830,27/9/2021,12:55:03 PM,1.16E+01,5.87E+00,3.90E+03,2.29E+01,
9779831,27/9/2021,12:55:03 PM,9.53E+00,-1.94E-01,3.90E+03,2.28E+01,
9779832,27/9/2021,12:55:03 PM,7.21E+00,-3.91E+00,3.90E+03,2.28E+01,
9779833,27/9/2021,12:55:03 PM,6.10E+00,-7.38E+00,3.90E+03,2.28E+01,
9779834,27/9/2021,12:55:03 PM,5.15E+00,-9.21E+00,3.90E+03,2.27E+01,
9779835,27/9/2021,12:55:03 PM,3.20E+00,-1.19E+01,3.90E+03,2.27E+01,
9779836,27/9/2021,12:55:04 PM,9.19E-02,-1.48E+01,3.90E+03,2.27E+01,
9779837,27/9/2021,12:55:04 PM,-3.32E+00,-1.73E+01,3.90E+03,2.27E+01,
9779838,27/9/2021,12:55:04 PM,-6.17E+00,-1.78E+01,3.90E+03,2.27E+01,
9779839,27/9/2021,12:55:04 PM,-7.94E+00,-1.84E+01,3.90E+03,2.27E+01,
9779840,27/9/2021,12:55:04 PM,-9.13E+00,-1.89E+01,3.90E+03,2.27E+01,
9779841,27/9/2021,12:55:04 PM,-1.21E+01,-1.79E+01,3.89E+03,2.27E+01,
9779842,27/9/2021,12:55:04 PM,-1.51E+01,-1.50E+01,3.89E+03,2.28E+01,
9779843,27/9/2021,12:55:04 PM,-1.57E+01,-1.14E+01,3.90E+03,2.27E+01,
9779844,27/9/2021,12:55:04 PM,-1.54E+01,-6.77E+00,3.90E+03,2.27E+01,
9779845,27/9/2021,12:55:04 PM,-1.61E+01,-1.27E+00,3.90E+03,2.27E+01,
9779846,27/9/2021,12:55:05 PM,-1.72E+01,4.26E+00,3.90E+03,2.28E+01,
9779847,27/9/2021,12:55:05 PM,-1.89E+01,8.73E+00,3.90E+03,2.29E+01,
9779848,27/9/2021,12:55:05 PM,-1.94E+01,1.44E+01,3.90E+03,2.28E+01,
9779849,27/9/2021,12:55:05 PM,-1.82E+01,1.99E+01,3.90E+03,2.28E+01,
9779850,27/9/2021,12:55:05 PM,-1.66E+01,2.44E+01,3.91E+03,2.28E+01,
9779851,27/9/2021,12:55:05 PM,-1.71E+01,2.66E+01,3.90E+03,2.28E+01,
9779852,27/9/2021,12:55:05 PM,-1.79E+01,2.90E+01,3.90E+03,2.28E+01,
9779853,27/9/2021,12:55:05 PM,-1.76E+01,3.29E+01,3.90E+03,2.28E+01,
9779854,27/9/2021,12:55:05 PM,-1.58E+01,3.54E+01,3.91E+03,2.28E+01,
9779855,27/9/2021,12:55:05 PM,-1.40E+01,3.72E+01,3.91E+03,2.28E+01,
9779856,27/9/2021,12:55:06 PM,-1.19E+01,3.71E+01,3.91E+03,2.28E+01,
9779857,27/9/2021,12:55:06 PM,-1.09E+01,3.62E+01,3.90E+03,2.28E+01,
9779858,27/9/2021,12:55:06 PM,-9.21E+00,3.57E+01,3.91E+03,2.28E+01,
9779859,27/9/2021,12:55:06 PM,-7.52E+00,3.59E+01,3.91E+03,2.28E+01,
9779860,27/9/2021,12:55:06 PM,-5.01E+00,3.42E+01,3.91E+03,2.28E+01,
9779861,27/9/2021,12:55:06 PM,-2.34E+00,3.08E+01,3.90E+03,2.28E+01,
9779862,27/9/2021,12:55:06 PM,-4.46E-01,2.66E+01,3.90E+03,2.28E+01,
9779863,27/9/2021,12:55:06 PM,1.58E+00,2.41E+01,3.90E+03,2.28E+01,
9779864,27/9/2021,12:55:06 PM,4.90E+00,2.22E+01,3.90E+03,2.28E+01,
9779865,27/9/2021,12:55:06 PM,7.31E+00,2.03E+01,3.90E+03,2.28E+01,
9779866,27/9/2021,12:55:07 PM,1.08E+01,1.69E+01,3.90E+03,2.28E+01,
9779867,27/9/2021,12:55:07 PM,1.40E+01,1.42E+01,3.90E+03,2.28E+01,
9779868,27/9/2021,12:55:07 PM,1.54E+01,1.32E+01,3.90E+03,2.28E+01,
9779869,27/9/2021,12:55:07 PM,1.56E+01,1.40E+01,3.91E+03,2.28E+01,
9779870,27/9/2021,12:55:07 PM,1.57E+01,1.44E+01,3.91E+03,2.28E+01,
9779871,27/9/2021,12:55:07 PM,1.70E+01,1.25E+01,3.90E+03,2.28E+01,
9779872,27/9/2021,12:55:07 PM,1.80E+01,1.00E+01,3.90E+03,2.28E+01,
9779873,27/9/2021,12:55:07 PM,1.76E+01,9.46E+00,3.90E+03,2.28E+01,
9779874,27/9/2021,12:55:07 PM,1.75E+01,9.52E+00,3.90E+03,2.28E+01,
9779875,27/9/2021,12:55:07 PM,1.73E+01,8.58E+00,3.90E+03,2.28E+01,
9779876,27/9/2021,12:55:08 PM,1.80E+01,6.72E+00,3.90E+03,2.28E+01,
9779877,27/9/2021,12:55:08 PM,1.93E+01,4.10E+00,3.90E+03,2.28E+01,
9779878,27/9/2021,12:55:08 PM,1.94E+01,2.63E+00,3.90E+03,2.28E+01,
9779879,27/9/2021,12:55:08 PM,1.88E+01,3.18E+00,3.90E+03,2.28E+01,
9779880,27/9/2021,12:55:08 PM,1.64E+01,4.73E+00,3.90E+03,2.28E+01,
9779881,27/9/2021,12:55:08 PM,1.51E+01,6.20E+00,3.90E+03,2.28E+01,
9779882,27/9/2021,12:55:08 PM,1.33E+01,6.32E+00,3.90E+03,2.27E+01,
9779883,27/9/2021,12:55:08 PM,1.05E+01,7.61E+00,3.90E+03,2.28E+01,
9779884,27/9/2021,12:55:08 PM,6.66E+00,1.04E+01,3.90E+03,2.28E+01,
9779885,27/9/2021,12:55:08 PM,2.57E+00,1.41E+01,3.90E+03,2.28E+01,
9779886,27/9/2021,12:55:09 PM,2.57E-01,1.65E+01,3.91E+03,2.28E+01,
9779887,27/9/2021,12:55:09 PM,-1.92E+00,1.75E+01,3.90E+03,2.28E+01,
9779888,27/9/2021,12:55:09 PM,-4.97E+00,1.72E+01,3.90E+03,2.28E+01,
9779889,27/9/2021,12:55:09 PM,-7.66E+00,1.80E+01,3.90E+03,2.27E+01,
9779890,27/9/2021,12:55:09 PM,-1.12E+01,1.93E+01,3.90E+03,2.27E+01,
9779891,27/9/2021,12:55:09 PM,-1.30E+01,1.97E+01,3.90E+03,2.27E+01,
9779892,27/9/2021,12:55:09 PM,-1.40E+01,1.81E+01,3.90E+03,2.27E+01,
9779893,27/9/2021,12:55:09 PM,-1.38E+01,1.67E+01,3.90E+03,2.27E+01,
9779894,27/9/2021,12:55:09 PM,-1.53E+01,1.63E+01,3.90E+03,2.26E+01,
9779895,27/9/2021,12:55:09 PM,-1.71E+01,1.74E+01,3.90E+03,2.27E+01,
9779896,27/9/2021,12:55:10 PM,-1.75E+01,1.78E+01,3.90E+03,2.27E+01,
9779897,27/9/2021,12:55:10 PM,-1.77E+01,1.85E+01,3.90E+03,2.27E+01,
9779898,27/9/2021,12:55:10 PM,-1.90E+01,1.94E+01,3.90E+03,2.27E+01,
9779899,27/9/2021,12:55:10 PM,-1.94E+01,1.95E+01,3.90E+03,2.28E+01,
9779900,27/9/2021,12:55:10 PM,-2.04E+01,2.05E+01,3.90E+03,2.28E+01,
9779901,27/9/2021,12:55:10 PM,-2.07E+01,2.11E+01,3.90E+03,2.28E+01,
9779902,27/9/2021,12:55:10 PM,-2.01E+01,2.01E+01,3.90E+03,2.28E+01,
9779903,27/9/2021,12:55:10 PM,-1.70E+01,1.83E+01,3.90E+03,2.28E+01,
9779904,27/9/2021,12:55:10 PM,-1.39E+01,1.63E+01,3.90E+03,2.29E+01,
9779905,27/9/2021,12:55:10 PM,-1.06E+01,1.51E+01,3.90E+03,2.29E+01,
9779906,27/9/2021,12:55:11 PM,-7.78E+00,1.32E+01,3.90E+03,2.28E+01,
9779907,27/9/2021,12:55:11 PM,-4.62E+00,1.06E+01,3.90E+03,2.28E+01,
9779908,27/9/2021,12:55:11 PM,-2.47E+00,8.49E+00,3.90E+03,2.29E+01,
9779909,27/9/2021,12:55:11 PM,6.21E-01,5.74E+00,3.90E+03,2.29E+01,
9779910,27/9/2021,12:55:11 PM,2.26E+00,4.91E+00,3.90E+03,2.29E+01,
9779911,27/9/2021,12:55:11 PM,2.07E+00,4.63E+00,3.90E+03,2.28E+01,
9779912,27/9/2021,12:55:11 PM,8.57E-01,4.17E+00,3.90E+03,2.28E+01,
9779913,27/9/2021,12:55:11 PM,8.04E-01,3.95E+00,3.90E+03,2.28E+01,
9779914,27/9/2021,12:55:11 PM,7.83E-01,4.13E+00,3.90E+03,2.27E+01,
9779915,27/9/2021,12:55:11 PM,1.91E-01,5.13E+00,3.90E+03,2.27E+01,
9779916,27/9/2021,12:55:12 PM,-1.31E+00,5.84E+00,3.90E+03,2.27E+01,
9779917,27/9/2021,12:55:12 PM,-1.23E+00,5.29E+00,3.90E+03,2.27E+01,
9779918,27/9/2021,12:55:12 PM,1.86E-01,6.22E+00,3.90E+03,2.27E+01,
9779919,27/9/2021,12:55:12 PM,3.02E+00,5.49E+00,3.90E+03,2.27E+01,
9779920,27/9/2021,12:55:12 PM,6.70E+00,4.76E+00,3.90E+03,2.27E+01,
9779921,27/9/2021,12:55:12 PM,9.55E+00,3.12E+00,3.90E+03,2.27E+01,
9779922,27/9/2021,12:55:12 PM,1.18E+01,3.09E+00,3.90E+03,2.28E+01,
9779923,27/9/2021,12:55:12 PM,1.46E+01,4.43E+00,3.90E+03,2.27E+01,
9779924,27/9/2021,12:55:12 PM,1.78E+01,5.45E+00,3.90E+03,2.27E+01,
9779925,27/9/2021,12:55:12 PM,1.87E+01,9.03E+00,3.90E+03,2.27E+01,
9779926,27/9/2021,12:55:13 PM,1.79E+01,1.25E+01,3.90E+03,2.28E+01,
9779927,27/9/2021,12:55:13 PM,1.52E+01,1.68E+01,3.90E+03,2.28E+01,
9779928,27/9/2021,12:55:13 PM,1.35E+01,2.13E+01,3.90E+03,2.28E+01,
9779929,27/9/2021,12:55:13 PM,1.22E+01,2.66E+01,3.91E+03,2.28E+01,
9779930,27/9/2021,12:55:13 PM,1.09E+01,3.09E+01,3.91E+03,2.29E+01,
9779931,27/9/2021,12:55:13 PM,8.60E+00,3.45E+01,3.91E+03,2.29E+01,
9779932,27/9/2021,12:55:13 PM,6.34E+00,3.81E+01,3.91E+03,2.29E+01,
9779933,27/9/2021,12:55:13 PM,4.47E+00,4.14E+01,3.91E+03,2.29E+01,
9779934,27/9/2021,12:55:13 PM,3.31E+00,4.34E+01,3.91E+03,2.29E+01,
9779935,27/9/2021,12:55:13 PM,3.35E+00,4.30E+01,3.91E+03,2.29E+01,
9779936,27/9/2021,12:55:14 PM,1.92E+00,4.29E+01,3.91E+03,2.29E+01,
9779937,27/9/2021,12:55:14 PM,-3.77E-01,4.18E+01,3.91E+03,2.30E+01,
9779938,27/9/2021,12:55:14 PM,-1.84E+00,3.98E+01,3.91E+03,2.29E+01,
9779939,27/9/2021,12:55:14 PM,-2.46E+00,3.69E+01,3.91E+03,2.29E+01,
9779940,27/9/2021,12:55:14 PM,-3.10E+00,3.48E+01,3.91E+03,2.29E+01,
9779941,27/9/2021,12:55:14 PM,-4.47E+00,3.14E+01,3.91E+03,2.29E+01,
9779942,27/9/2021,12:55:14 PM,-7.01E+00,2.87E+01,3.91E+03,2.29E+01,
9779943,27/9/2021,12:55:14 PM,-1.05E+01,2.45E+01,3.90E+03,2.29E+01,
9779944,27/9/2021,12:55:14 PM,-1.29E+01,2.02E+01,3.90E+03,2.29E+01,
9779945,27/9/2021,12:55:14 PM,-1.28E+01,1.48E+01,3.90E+03,2.28E+01,
9779946,27/9/2021,12:55:15 PM,-1.27E+01,1.04E+01,3.90E+03,2.28E+01,
9779947,27/9/2021,12:55:15 PM,-1.32E+01,5.31E+00,3.90E+03,2.28E+01,
9779948,27/9/2021,12:55:15 PM,-1.34E+01,-8.77E-01,3.90E+03,2.28E+01,
9779949,27/9/2021,12:55:15 PM,-1.29E+01,-5.56E+00,3.90E+03,2.27E+01,
9779950,27/9/2021,12:55:15 PM,-1.03E+01,-1.03E+01,3.90E+03,2.27E+01,
9779951,27/9/2021,12:55:15 PM,-7.73E+00,-1.38E+01,3.90E+03,2.27E+01,
9779952,27/9/2021,12:55:15 PM,-5.28E+00,-1.70E+01,3.90E+03,2.27E+01,
9779953,27/9/2021,12:55:15 PM,-4.63E+00,-1.92E+01,3.90E+03,2.27E+01,
9779954,27/9/2021,12:55:15 PM,-3.59E+00,-2.02E+01,3.89E+03,2.26E+01,
9779955,27/9/2021,12:55:15 PM,-8.21E-01,-2.06E+01,3.90E+03,2.26E+01,
9779956,27/9/2021,12:55:16 PM,2.14E+00,-1.91E+01,3.90E+03,2.26E+01,
9779957,27/9/2021,12:55:16 PM,5.20E+00,-1.69E+01,3.90E+03,2.26E+01,
9779958,27/9/2021,12:55:16 PM,6.41E+00,-1.31E+01,3.90E+03,2.26E+01,
9779959,27/9/2021,12:55:16 PM,8.07E+00,-1.02E+01,3.90E+03,2.27E+01,
9779960,27/9/2021,12:55:16 PM,1.09E+01,-7.04E+00,3.90E+03,2.27E+01,
9779961,27/9/2021,12:55:16 PM,1.18E+01,-1.71E+00,3.90E+03,2.28E+01,
9779962,27/9/2021,12:55:16 PM,1.34E+01,2.12E+00,3.90E+03,2.29E+01,
9779963,27/9/2021,12:55:16 PM,1.27E+01,6.38E+00,3.90E+03,2.29E+01,
9779964,27/9/2021,12:55:16 PM,1.08E+01,1.12E+01,3.90E+03,2.29E+01,
9779965,27/9/2021,12:55:16 PM,7.88E+00,1.60E+01,3.90E+03,2.29E+01,
9779966,27/9/2021,12:55:17 PM,5.19E+00,2.07E+01,3.90E+03,2.29E+01,
9779967,27/9/2021,12:55:17 PM,4.00E+00,2.47E+01,3.91E+03,2.30E+01,
9779968,27/9/2021,12:55:17 PM,6.01E-01,2.96E+01,3.90E+03,2.30E+01,
9779969,27/9/2021,12:55:17 PM,-3.53E+00,3.40E+01,3.91E+03,2.29E+01,
9779970,27/9/2021,12:55:17 PM,-7.94E+00,3.75E+01,3.91E+03,2.29E+01,
9779971,27/9/2021,12:55:17 PM,-1.09E+01,3.99E+01,3.91E+03,2.29E+01,
9779972,27/9/2021,12:55:17 PM,-1.27E+01,4.11E+01,3.91E+03,2.29E+01,
9779973,27/9/2021,12:55:17 PM,-1.40E+01,4.15E+01,3.91E+03,2.29E+01,
9779974,27/9/2021,12:55:17 PM,-1.49E+01,4.20E+01,3.91E+03,2.29E+01,
9779975,27/9/2021,12:55:17 PM,-1.62E+01,4.18E+01,3.91E+03,2.29E+01,
9779976,27/9/2021,12:55:18 PM,-1.65E+01,4.09E+01,3.91E+03,2.29E+01,
9779977,27/9/2021,12:55:18 PM,-1.44E+01,3.84E+01,3.91E+03,2.28E+01,
9779978,27/9/2021,12:55:18 PM,-1.36E+01,3.55E+01,3.90E+03,2.28E+01,
9779979,27/9/2021,12:55:18 PM,-1.34E+01,3.30E+01,3.90E+03,2.28E+01,
9779980,27/9/2021,12:55:18 PM,-1.30E+01,3.06E+01,3.90E+03,2.28E+01,
9779981,27/9/2021,12:55:18 PM,-1.33E+01,2.96E+01,3.90E+03,2.28E+01,
9779982,27/9/2021,12:55:18 PM,-1.23E+01,2.83E+01,3.90E+03,2.28E+01,
9779983,27/9/2021,12:55:18 PM,-1.14E+01,2.70E+01,3.90E+03,2.28E+01,
9779984,27/9/2021,12:55:18 PM,-1.10E+01,2.54E+01,3.90E+03,2.27E+01,
9779985,27/9/2021,12:55:18 PM,-1.02E+01,2.36E+01,3.90E+03,2.27E+01,
9779986,27/9/2021,12:55:19 PM,-9.13E+00,2.16E+01,3.90E+03,2.27E+01,
9779987,27/9/2021,12:55:19 PM,-5.49E+00,1.87E+01,3.90E+03,2.26E+01,
9779988,27/9/2021,12:55:19 PM,-1.69E+00,1.57E+01,3.90E+03,2.26E+01,
9779989,27/9/2021,12:55:19 PM,3.97E+00,1.22E+01,3.90E+03,2.26E+01,
9779990,27/9/2021,12:55:19 PM,9.56E+00,8.60E+00,3.90E+03,2.26E+01,
9779991,27/9/2021,12:55:19 PM,1.48E+01,4.82E+00,3.90E+03,2.26E+01,
9779992,27/9/2021,12:55:19 PM,2.07E+01,1.14E+00,3.90E+03,2.26E+01,
9779993,27/9/2021,12:55:19 PM,2.62E+01,-2.73E+00,3.90E+03,2.26E+01,
9779994,27/9/2021,12:55:19 PM,3.11E+01,-6.45E+00,3.90E+03,2.26E+01,
9779995,27/9/2021,12:55:19 PM,3.51E+01,-8.51E+00,3.90E+03,2.26E+01,
9779996,27/9/2021,12:55:20 PM,3.77E+01,-1.05E+01,3.90E+03,2.26E+01,
9779997,27/9/2021,12:55:20 PM,3.87E+01,-1.21E+01,3.90E+03,2.27E+01,
9779998,27/9/2021,12:55:20 PM,3.84E+01,-1.33E+01,3.90E+03,2.27E+01,
9779999,27/9/2021,12:55:20 PM,3.68E+01,-1.32E+01,3.90E+03,2.27E+01,
9780000,27/9/2021,12:55:20 PM,3.36E+01,-1.23E+01,3.90E+03,2.27E+01,
9780001,27/9/2021,12:55:20 PM,2.81E+01,-1.06E+01,3.90E+03,2.28E+01,
9780002,27/9/2021,12:55:20 PM,2.16E+01,-8.49E+00,3.90E+03,2.28E+01,
9780003,27/9/2021,12:55:20 PM,1.66E+01,-7.77E+00,3.90E+03,2.29E+01,
9780004,27/9/2021,12:55:20 PM,1.07E+01,-6.28E+00,3.90E+03,2.29E+01,
9780005,27/9/2021,12:55:20 PM,3.43E+00,-3.36E+00,3.90E+03,2.29E+01,
9780006,27/9/2021,12:55:21 PM,-3.74E+00,4.48E-01,3.90E+03,2.29E+01,
9780007,27/9/2021,12:55:21 PM,-1.08E+01,2.76E+00,3.90E+03,2.29E+01,
9780008,27/9/2021,12:55:21 PM,-1.82E+01,5.17E+00,3.90E+03,2.29E+01,
9780009,27/9/2021,12:55:21 PM,-2.46E+01,7.90E+00,3.90E+03,2.30E+01,
9780010,27/9/2021,12:55:21 PM,-3.04E+01,1.15E+01,3.90E+03,2.30E+01,
9780011,27/9/2021,12:55:21 PM,-3.75E+01,1.76E+01,3.90E+03,2.29E+01,
9780012,27/9/2021,12:55:21 PM,-4.30E+01,2.24E+01,3.90E+03,2.29E+01,
9780013,27/9/2021,12:55:21 PM,-4.60E+01,2.56E+01,3.90E+03,2.29E+01,
9780014,27/9/2021,12:55:21 PM,-4.82E+01,2.90E+01,3.90E+03,2.29E+01,
9780015,27/9/2021,12:55:21 PM,-5.02E+01,3.20E+01,3.90E+03,2.29E+01,
9780016,27/9/2021,12:55:22 PM,-5.08E+01,3.50E+01,3.90E+03,2.29E+01,
9780017,27/9/2021,12:55:22 PM,-4.84E+01,3.72E+01,3.90E+03,2.28E+01,
9780018,27/9/2021,12:55:22 PM,-4.47E+01,3.84E+01,3.90E+03,2.28E+01,
9780019,27/9/2021,12:55:22 PM,-3.96E+01,3.86E+01,3.90E+03,2.28E+01,
9780020,27/9/2021,12:55:22 PM,-3.32E+01,3.99E+01,3.90E+03,2.28E+01,
9780021,27/9/2021,12:55:22 PM,-2.61E+01,4.19E+01,3.90E+03,2.28E+01,
9780022,27/9/2021,12:55:22 PM,-1.92E+01,4.34E+01,3.91E+03,2.28E+01,
9780023,27/9/2021,12:55:22 PM,-1.31E+01,4.34E+01,3.90E+03,2.28E+01,
9780024,27/9/2021,12:55:22 PM,-5.93E+00,4.24E+01,3.91E+03,2.28E+01,
9780025,27/9/2021,12:55:22 PM,2.86E+00,4.07E+01,3.90E+03,2.28E+01,
9780026,27/9/2021,12:55:23 PM,1.15E+01,4.08E+01,3.91E+03,2.28E+01,
9780027,27/9/2021,12:55:23 PM,1.92E+01,4.07E+01,3.91E+03,2.28E+01,
9780028,27/9/2021,12:55:23 PM,2.58E+01,3.77E+01,3.91E+03,2.28E+01,
9780029,27/9/2021,12:55:23 PM,3.20E+01,3.42E+01,3.91E+03,2.28E+01,
9780030,27/9/2021,12:55:23 PM,3.85E+01,3.09E+01,3.91E+03,2.28E+01,
9780031,27/9/2021,12:55:23 PM,4.45E+01,2.79E+01,3.91E+03,2.28E+01,
9780032,27/9/2021,12:55:23 PM,4.83E+01,2.43E+01,3.91E+03,2.28E+01,
9780033,27/9/2021,12:55:23 PM,5.00E+01,1.76E+01,3.91E+03,2.28E+01,
9780034,27/9/2021,12:55:23 PM,5.07E+01,1.05E+01,3.91E+03,2.28E+01,
9780035,27/9/2021,12:55:23 PM,5.10E+01,4.32E+00,3.91E+03,2.28E+01,
9780036,27/9/2021,12:55:24 PM,4.92E+01,-4.64E-01,3.90E+03,2.28E+01,
9780037,27/9/2021,12:55:24 PM,4.46E+01,-4.39E+00,3.91E+03,2.28E+01,
9780038,27/9/2021,12:55:24 PM,3.96E+01,-9.82E+00,3.90E+03,2.28E+01,
