TOB3,67953,CR1000,67953,CR1000.Std.32.05,CPU:1301269T.CR1,25943,9/27/2021 12:39
9769989,27/9/2021,12:38:39 PM,-2.19E+01,7.85E+00,3.92E+03,2.28E+01,
9769990,27/9/2021,12:38:39 PM,-2.39E+01,1.11E+01,3.92E+03,2.28E+01,
9769991,27/9/2021,12:38:39 PM,-2.70E+01,1.49E+01,3.92E+03,2.28E+01,
9769992,27/9/2021,12:38:39 PM,-2.94E+01,1.78E+01,3.92E+03,2.28E+01,
9769993,27/9/2021,12:38:39 PM,-3.19E+01,2.11E+01,3.92E+03,2.28E+01,
9769994,27/9/2021,12:38:39 PM,-3.34E+01,2.32E+01,3.92E+03,2.28E+01,
9769995,27/9/2021,12:38:39 PM,-3.56E+01,2.55E+01,3.92E+03,2.28E+01,
9769996,27/9/2021,12:38:40 PM,-3.53E+01,2.64E+01,3.92E+03,2.28E+01,
9769997,27/9/2021,12:38:40 PM,-3.51E+01,2.56E+01,3.92E+03,2.28E+01,
9769998,27/9/2021,12:38:40 PM,-3.33E+01,2.36E+01,3.92E+03,2.28E+01,
9769999,27/9/2021,12:38:40 PM,-3.06E+01,2.07E+01,3.92E+03,2.28E+01,
9770000,27/9/2021,12:38:40 PM,-2.81E+01,1.81E+01,3.92E+03,2.28E+01,
9770001,27/9/2021,12:38:40 PM,-2.40E+01,1.50E+01,3.92E+03,2.28E+01,
9770002,27/9/2021,12:38:40 PM,-1.95E+01,1.04E+01,3.92E+03,2.28E+01,
9770003,27/9/2021,12:38:40 PM,-1.41E+01,6.39E+00,3.92E+03,2.27E+01,
9770004,27/9/2021,12:38:40 PM,-8.67E+00,3.81E+00,3.92E+03,2.27E+01,
9770005,27/9/2021,12:38:40 PM,-6.38E+00,2.32E+00,3.92E+03,2.27E+01,
9770006,27/9/2021,12:38:41 PM,-4.17E+00,1.44E+00,3.92E+03,2.27E+01,
9770007,27/9/2021,12:38:41 PM,-1.17E+00,-2.81E-01,3.92E+03,2.27E+01,
9770008,27/9/2021,12:38:41 PM,1.66E+00,-1.83E+00,3.92E+03,2.27E+01,
9770009,27/9/2021,12:38:41 PM,4.13E+00,-2.12E+00,3.92E+03,2.27E+01,
9770010,27/9/2021,12:38:41 PM,4.90E+00,-2.23E+00,3.92E+03,2.27E+01,
9770011,27/9/2021,12:38:41 PM,6.22E+00,-2.81E+00,3.92E+03,2.26E+01,
9770012,27/9/2021,12:38:41 PM,9.09E+00,-4.31E+00,3.92E+03,2.26E+01,
9770013,27/9/2021,12:38:41 PM,1.25E+01,-6.68E+00,3.92E+03,2.27E+01,
9770014,27/9/2021,12:38:41 PM,1.59E+01,-8.10E+00,3.92E+03,2.27E+01,
9770015,27/9/2021,12:38:41 PM,1.88E+01,-8.84E+00,3.92E+03,2.26E+01,
9770016,27/9/2021,12:38:42 PM,1.87E+01,-8.32E+00,3.92E+03,2.26E+01,
9770017,27/9/2021,12:38:42 PM,2.18E+01,-8.49E+00,3.92E+03,2.26E+01,
9770018,27/9/2021,12:38:42 PM,2.33E+01,-8.85E+00,3.92E+03,2.26E+01,
9770019,27/9/2021,12:38:42 PM,2.39E+01,-7.56E+00,3.92E+03,2.26E+01,
9770020,27/9/2021,12:38:42 PM,2.16E+01,-5.60E+00,3.92E+03,2.26E+01,
9770021,27/9/2021,12:38:42 PM,1.80E+01,-3.79E+00,3.92E+03,2.27E+01,
9770022,27/9/2021,12:38:42 PM,1.30E+01,-3.25E-02,3.92E+03,2.27E+01,
9770023,27/9/2021,12:38:42 PM,8.08E+00,2.67E+00,3.92E+03,2.28E+01,
9770024,27/9/2021,12:38:42 PM,2.51E+00,7.01E+00,3.92E+03,2.28E+01,
9770025,27/9/2021,12:38:42 PM,-2.70E+00,1.07E+01,3.92E+03,2.28E+01,
9770026,27/9/2021,12:38:43 PM,-8.45E+00,1.60E+01,3.92E+03,2.28E+01,
9770027,27/9/2021,12:38:43 PM,-1.41E+01,2.13E+01,3.92E+03,2.28E+01,
9770028,27/9/2021,12:38:43 PM,-1.90E+01,2.46E+01,3.92E+03,2.28E+01,
9770029,27/9/2021,12:38:43 PM,-2.13E+01,2.71E+01,3.92E+03,2.28E+01,
9770030,27/9/2021,12:38:43 PM,-2.38E+01,2.97E+01,3.92E+03,2.28E+01,
9770031,27/9/2021,12:38:43 PM,-2.55E+01,3.19E+01,3.92E+03,2.29E+01,
9770032,27/9/2021,12:38:43 PM,-2.72E+01,3.41E+01,3.92E+03,2.29E+01,
9770033,27/9/2021,12:38:43 PM,-2.90E+01,3.40E+01,3.92E+03,2.29E+01,
9770034,27/9/2021,12:38:43 PM,-2.88E+01,3.38E+01,3.92E+03,2.29E+01,
9770035,27/9/2021,12:38:43 PM,-2.89E+01,3.31E+01,3.92E+03,2.29E+01,
9770036,27/9/2021,12:38:44 PM,-2.85E+01,3.13E+01,3.92E+03,2.28E+01,
9770037,27/9/2021,12:38:44 PM,-2.90E+01,2.98E+01,3.92E+03,2.28E+01,
9770038,27/9/2021,12:38:44 PM,-2.87E+01,2.66E+01,3.92E+03,2.28E+01,
9770039,27/9/2021,12:38:44 PM,-2.80E+01,2.40E+01,3.92E+03,2.28E+01,
9770040,27/9/2021,12:38:44 PM,-2.53E+01,1.88E+01,3.92E+03,2.28E+01,
9770041,27/9/2021,12:38:44 PM,-2.26E+01,1.52E+01,3.92E+03,2.28E+01,
9770042,27/9/2021,12:38:44 PM,-1.96E+01,1.19E+01,3.92E+03,2.28E+01,
9770043,27/9/2021,12:38:44 PM,-1.74E+01,7.98E+00,3.92E+03,2.28E+01,
9770044,27/9/2021,12:38:44 PM,-1.43E+01,4.42E+00,3.92E+03,2.27E+01,
9770045,27/9/2021,12:38:44 PM,-1.03E+01,1.09E+00,3.92E+03,2.27E+01,
9770046,27/9/2021,12:38:45 PM,-6.50E+00,-4.15E-01,3.92E+03,2.27E+01,
9770047,27/9/2021,12:38:45 PM,-3.47E+00,-1.79E+00,3.92E+03,2.27E+01,
9770048,27/9/2021,12:38:45 PM,-4.43E-01,-3.54E+00,3.92E+03,2.26E+01,
9770049,27/9/2021,12:38:45 PM,2.18E+00,-5.69E+00,3.92E+03,2.26E+01,
9770050,27/9/2021,12:38:45 PM,4.81E+00,-7.70E+00,3.92E+03,2.26E+01,
9770051,27/9/2021,12:38:45 PM,6.90E+00,-8.49E+00,3.92E+03,2.26E+01,
9770052,27/9/2021,12:38:45 PM,9.70E+00,-9.18E+00,3.92E+03,2.26E+01,
9770053,27/9/2021,12:38:45 PM,1.16E+01,-1.06E+01,3.92E+03,2.26E+01,
9770054,27/9/2021,12:38:45 PM,1.33E+01,-1.19E+01,3.91E+03,2.26E+01,
9770055,27/9/2021,12:38:45 PM,1.53E+01,-1.33E+01,3.91E+03,2.26E+01,
9770056,27/9/2021,12:38:46 PM,1.65E+01,-1.31E+01,3.91E+03,2.26E+01,
9770057,27/9/2021,12:38:46 PM,1.91E+01,-1.16E+01,3.92E+03,2.27E+01,
9770058,27/9/2021,12:38:46 PM,1.95E+01,-9.10E+00,3.92E+03,2.27E+01,
9770059,27/9/2021,12:38:46 PM,1.96E+01,-6.86E+00,3.92E+03,2.28E+01,
9770060,27/9/2021,12:38:46 PM,1.85E+01,-3.75E+00,3.92E+03,2.27E+01,
9770061,27/9/2021,12:38:46 PM,1.79E+01,-6.78E-02,3.92E+03,2.28E+01,
9770062,27/9/2021,12:38:46 PM,1.50E+01,4.83E+00,3.92E+03,2.28E+01,
9770063,27/9/2021,12:38:46 PM,1.17E+01,8.48E+00,3.92E+03,2.28E+01,
9770064,27/9/2021,12:38:46 PM,8.07E+00,1.11E+01,3.92E+03,2.29E+01,
9770065,27/9/2021,12:38:46 PM,3.43E+00,1.37E+01,3.92E+03,2.29E+01,
9770066,27/9/2021,12:38:47 PM,6.97E-01,1.62E+01,3.92E+03,2.29E+01,
9770067,27/9/2021,12:38:47 PM,-2.09E+00,1.81E+01,3.92E+03,2.29E+01,
9770068,27/9/2021,12:38:47 PM,-4.94E+00,1.98E+01,3.92E+03,2.29E+01,
9770069,27/9/2021,12:38:47 PM,-7.62E+00,2.04E+01,3.92E+03,2.29E+01,
9770070,27/9/2021,12:38:47 PM,-1.23E+01,1.99E+01,3.92E+03,2.29E+01,
9770071,27/9/2021,12:38:47 PM,-1.44E+01,2.01E+01,3.92E+03,2.29E+01,
9770072,27/9/2021,12:38:47 PM,-1.60E+01,1.92E+01,3.92E+03,2.29E+01,
9770073,27/9/2021,12:38:47 PM,-1.95E+01,1.89E+01,3.92E+03,2.29E+01,
9770074,27/9/2021,12:38:47 PM,-2.35E+01,1.77E+01,3.92E+03,2.28E+01,
9770075,27/9/2021,12:38:47 PM,-2.83E+01,1.64E+01,3.91E+03,2.28E+01,
9770076,27/9/2021,12:38:48 PM,-3.18E+01,1.56E+01,3.92E+03,2.29E+01,
9770077,27/9/2021,12:38:48 PM,-3.47E+01,1.54E+01,3.92E+03,2.29E+01,
9770078,27/9/2021,12:38:48 PM,-3.75E+01,1.49E+01,3.92E+03,2.28E+01,
9770079,27/9/2021,12:38:48 PM,-4.07E+01,1.49E+01,3.92E+03,2.28E+01,
9770080,27/9/2021,12:38:48 PM,-4.28E+01,1.34E+01,3.91E+03,2.28E+01,
9770081,27/9/2021,12:38:48 PM,-4.28E+01,1.30E+01,3.92E+03,2.27E+01,
9770082,27/9/2021,12:38:48 PM,-3.97E+01,1.13E+01,3.92E+03,2.27E+01,
9770083,27/9/2021,12:38:48 PM,-3.58E+01,1.14E+01,3.92E+03,2.27E+01,
9770084,27/9/2021,12:38:48 PM,-3.27E+01,1.02E+01,3.92E+03,2.28E+01,
9770085,27/9/2021,12:38:48 PM,-2.90E+01,7.96E+00,3.91E+03,2.28E+01,
9770086,27/9/2021,12:38:49 PM,-2.23E+01,6.04E+00,3.92E+03,2.28E+01,
9770087,27/9/2021,12:38:49 PM,-1.55E+01,4.64E+00,3.92E+03,2.28E+01,
9770088,27/9/2021,12:38:49 PM,-9.49E+00,3.80E+00,3.92E+03,2.28E+01,
9770089,27/9/2021,12:38:49 PM,-4.46E+00,3.30E+00,3.92E+03,2.28E+01,
9770090,27/9/2021,12:38:49 PM,-4.55E-01,2.46E+00,3.92E+03,2.28E+01,
9770091,27/9/2021,12:38:49 PM,5.15E+00,2.17E+00,3.92E+03,2.28E+01,
9770092,27/9/2021,12:38:49 PM,1.04E+01,2.52E+00,3.92E+03,2.28E+01,
9770093,27/9/2021,12:38:49 PM,1.45E+01,4.66E+00,3.92E+03,2.28E+01,
9770094,27/9/2021,12:38:49 PM,1.65E+01,6.11E+00,3.92E+03,2.28E+01,
9770095,27/9/2021,12:38:49 PM,1.90E+01,6.41E+00,3.92E+03,2.28E+01,
9770096,27/9/2021,12:38:50 PM,2.19E+01,6.86E+00,3.92E+03,2.28E+01,
9770097,27/9/2021,12:38:50 PM,2.52E+01,8.17E+00,3.92E+03,2.28E+01,
9770098,27/9/2021,12:38:50 PM,2.77E+01,8.77E+00,3.92E+03,2.28E+01,
9770099,27/9/2021,12:38:50 PM,2.83E+01,9.87E+00,3.92E+03,2.28E+01,
9770100,27/9/2021,12:38:50 PM,2.66E+01,1.02E+01,3.92E+03,2.28E+01,
9770101,27/9/2021,12:38:50 PM,2.64E+01,9.50E+00,3.92E+03,2.28E+01,
9770102,27/9/2021,12:38:50 PM,2.46E+01,9.12E+00,3.92E+03,2.28E+01,
9770103,27/9/2021,12:38:50 PM,2.34E+01,9.91E+00,3.92E+03,2.28E+01,
9770104,27/9/2021,12:38:50 PM,1.89E+01,1.07E+01,3.92E+03,2.27E+01,
9770105,27/9/2021,12:38:50 PM,1.36E+01,1.12E+01,3.92E+03,2.27E+01,
9770106,27/9/2021,12:38:51 PM,6.63E+00,1.09E+01,3.92E+03,2.28E+01,
9770107,27/9/2021,12:38:51 PM,1.87E+00,1.18E+01,3.92E+03,2.28E+01,
9770108,27/9/2021,12:38:51 PM,-2.75E+00,1.26E+01,3.92E+03,2.28E+01,
9770109,27/9/2021,12:38:51 PM,-7.46E+00,1.26E+01,3.92E+03,2.28E+01,
9770110,27/9/2021,12:38:51 PM,-1.21E+01,1.10E+01,3.92E+03,2.28E+01,
9770111,27/9/2021,12:38:51 PM,-1.74E+01,1.02E+01,3.92E+03,2.28E+01,
9770112,27/9/2021,12:38:51 PM,-2.04E+01,8.50E+00,3.92E+03,2.28E+01,
9770113,27/9/2021,12:38:51 PM,-2.27E+01,8.23E+00,3.92E+03,2.28E+01,
9770114,27/9/2021,12:38:51 PM,-2.50E+01,6.84E+00,3.92E+03,2.28E+01,
9770115,27/9/2021,12:38:51 PM,-2.72E+01,6.49E+00,3.92E+03,2.28E+01,
9770116,27/9/2021,12:38:52 PM,-3.03E+01,5.11E+00,3.91E+03,2.28E+01,
9770117,27/9/2021,12:38:52 PM,-3.16E+01,5.16E+00,3.91E+03,2.28E+01,
9770118,27/9/2021,12:38:52 PM,-3.24E+01,5.11E+00,3.92E+03,2.28E+01,
9770119,27/9/2021,12:38:52 PM,-3.16E+01,5.38E+00,3.92E+03,2.27E+01,
9770120,27/9/2021,12:38:52 PM,-3.21E+01,5.32E+00,3.92E+03,2.27E+01,
9770121,27/9/2021,12:38:52 PM,-3.26E+01,5.44E+00,3.92E+03,2.28E+01,
9770122,27/9/2021,12:38:52 PM,-3.34E+01,5.96E+00,3.92E+03,2.28E+01,
9770123,27/9/2021,12:38:52 PM,-3.06E+01,6.07E+00,3.92E+03,2.28E+01,
9770124,27/9/2021,12:38:52 PM,-2.77E+01,5.76E+00,3.92E+03,2.28E+01,
9770125,27/9/2021,12:38:52 PM,-2.39E+01,4.46E+00,3.92E+03,2.28E+01,
9770126,27/9/2021,12:38:53 PM,-2.08E+01,2.53E+00,3.91E+03,2.28E+01,
9770127,27/9/2021,12:38:53 PM,-1.49E+01,1.25E+00,3.92E+03,2.28E+01,
9770128,27/9/2021,12:38:53 PM,-9.44E+00,7.97E-01,3.92E+03,2.28E+01,
9770129,27/9/2021,12:38:53 PM,-3.27E+00,-1.47E-01,3.92E+03,2.28E+01,
9770130,27/9/2021,12:38:53 PM,-2.87E-01,-7.96E-01,3.92E+03,2.28E+01,
9770131,27/9/2021,12:38:53 PM,2.67E+00,-9.43E-01,3.92E+03,2.28E+01,
9770132,27/9/2021,12:38:53 PM,4.18E+00,6.08E-02,3.92E+03,2.28E+01,
9770133,27/9/2021,12:38:53 PM,6.54E+00,1.61E+00,3.92E+03,2.28E+01,
9770134,27/9/2021,12:38:53 PM,6.92E+00,3.40E+00,3.92E+03,2.28E+01,
9770135,27/9/2021,12:38:53 PM,7.05E+00,4.58E+00,3.92E+03,2.28E+01,
9770136,27/9/2021,12:38:54 PM,4.99E+00,5.63E+00,3.92E+03,2.28E+01,
9770137,27/9/2021,12:38:54 PM,4.88E+00,7.07E+00,3.92E+03,2.28E+01,
9770138,27/9/2021,12:38:54 PM,4.10E+00,8.58E+00,3.92E+03,2.28E+01,
9770139,27/9/2021,12:38:54 PM,6.26E+00,9.97E+00,3.92E+03,2.28E+01,
9770140,27/9/2021,12:38:54 PM,6.86E+00,1.10E+01,3.92E+03,2.28E+01,
9770141,27/9/2021,12:38:54 PM,7.87E+00,1.19E+01,3.92E+03,2.28E+01,
9770142,27/9/2021,12:38:54 PM,8.18E+00,1.22E+01,3.92E+03,2.28E+01,
9770143,27/9/2021,12:38:54 PM,1.04E+01,1.30E+01,3.92E+03,2.28E+01,
9770144,27/9/2021,12:38:54 PM,1.08E+01,1.42E+01,3.92E+03,2.27E+01,
9770145,27/9/2021,12:38:54 PM,1.20E+01,1.54E+01,3.92E+03,2.27E+01,
9770146,27/9/2021,12:38:55 PM,9.98E+00,1.68E+01,3.92E+03,2.27E+01,
9770147,27/9/2021,12:38:55 PM,7.27E+00,1.91E+01,3.92E+03,2.27E+01,
9770148,27/9/2021,12:38:55 PM,3.61E+00,2.11E+01,3.92E+03,2.27E+01,
9770149,27/9/2021,12:38:55 PM,2.10E-01,2.33E+01,3.92E+03,2.27E+01,
9770150,27/9/2021,12:38:55 PM,-3.97E+00,2.51E+01,3.92E+03,2.27E+01,
9770151,27/9/2021,12:38:55 PM,-7.35E+00,2.67E+01,3.92E+03,2.27E+01,
9770152,27/9/2021,12:38:55 PM,-1.12E+01,2.74E+01,3.92E+03,2.28E+01,
9770153,27/9/2021,12:38:55 PM,-1.34E+01,2.74E+01,3.92E+03,2.28E+01,
9770154,27/9/2021,12:38:55 PM,-1.44E+01,2.67E+01,3.92E+03,2.28E+01,
9770155,27/9/2021,12:38:55 PM,-1.52E+01,2.53E+01,3.92E+03,2.28E+01,
9770156,27/9/2021,12:38:56 PM,-1.54E+01,2.30E+01,3.92E+03,2.28E+01,
9770157,27/9/2021,12:38:56 PM,-1.61E+01,2.08E+01,3.92E+03,2.28E+01,
9770158,27/9/2021,12:38:56 PM,-1.69E+01,1.85E+01,3.92E+03,2.28E+01,
9770159,27/9/2021,12:38:56 PM,-1.64E+01,1.53E+01,3.92E+03,2.28E+01,
9770160,27/9/2021,12:38:56 PM,-1.60E+01,1.16E+01,3.92E+03,2.28E+01,
9770161,27/9/2021,12:38:56 PM,-1.45E+01,7.99E+00,3.92E+03,2.28E+01,
9770162,27/9/2021,12:38:56 PM,-1.45E+01,5.11E+00,3.92E+03,2.28E+01,
9770163,27/9/2021,12:38:56 PM,-1.34E+01,2.23E+00,3.92E+03,2.28E+01,
9770164,27/9/2021,12:38:56 PM,-1.32E+01,2.95E-01,3.92E+03,2.28E+01,
9770165,27/9/2021,12:38:56 PM,-1.16E+01,-2.67E+00,3.92E+03,2.28E+01,
9770166,27/9/2021,12:38:57 PM,-1.08E+01,-4.86E+00,3.92E+03,2.28E+01,
9770167,27/9/2021,12:38:57 PM,-1.09E+01,-7.19E+00,3.92E+03,2.28E+01,
9770168,27/9/2021,12:38:57 PM,-1.11E+01,-9.25E+00,3.91E+03,2.28E+01,
9770169,27/9/2021,12:38:57 PM,-1.04E+01,-1.11E+01,3.92E+03,2.28E+01,
9770170,27/9/2021,12:38:57 PM,-9.34E+00,-1.25E+01,3.91E+03,2.28E+01,
9770171,27/9/2021,12:38:57 PM,-7.83E+00,-1.35E+01,3.91E+03,2.28E+01,
9770172,27/9/2021,12:38:57 PM,-5.96E+00,-1.43E+01,3.91E+03,2.28E+01,
9770173,27/9/2021,12:38:57 PM,-3.32E+00,-1.42E+01,3.92E+03,2.28E+01,
9770174,27/9/2021,12:38:57 PM,-1.81E+00,-1.31E+01,3.91E+03,2.28E+01,
9770175,27/9/2021,12:38:57 PM,8.25E-01,-1.06E+01,3.92E+03,2.28E+01,
9770176,27/9/2021,12:38:58 PM,2.33E+00,-9.62E+00,3.92E+03,2.28E+01,
9770177,27/9/2021,12:38:58 PM,9.84E-01,-7.78E+00,3.92E+03,2.29E+01,
9770178,27/9/2021,12:38:58 PM,7.96E-01,-5.32E+00,3.92E+03,2.29E+01,
9770179,27/9/2021,12:38:58 PM,-1.69E+00,-1.98E+00,3.92E+03,2.28E+01,
9770180,27/9/2021,12:38:58 PM,-4.04E+00,1.39E+00,3.92E+03,2.28E+01,
9770181,27/9/2021,12:38:58 PM,-6.36E+00,3.12E+00,3.92E+03,2.28E+01,
9770182,27/9/2021,12:38:58 PM,-9.89E+00,5.42E+00,3.92E+03,2.28E+01,
9770183,27/9/2021,12:38:58 PM,-1.02E+01,7.48E+00,3.92E+03,2.28E+01,
9770184,27/9/2021,12:38:58 PM,-1.18E+01,1.01E+01,3.92E+03,2.28E+01,
9770185,27/9/2021,12:38:58 PM,-1.22E+01,1.32E+01,3.92E+03,2.28E+01,
9770186,27/9/2021,12:38:59 PM,-1.08E+01,1.40E+01,3.92E+03,2.28E+01,
9770187,27/9/2021,12:38:59 PM,-1.20E+01,1.67E+01,3.92E+03,2.28E+01,
9770188,27/9/2021,12:38:59 PM,-1.09E+01,1.93E+01,3.92E+03,2.28E+01,
9770189,27/9/2021,12:38:59 PM,-1.03E+01,2.16E+01,3.92E+03,2.28E+01,
9770190,27/9/2021,12:38:59 PM,-8.78E+00,2.33E+01,3.92E+03,2.28E+01,
9770191,27/9/2021,12:38:59 PM,-7.84E+00,2.42E+01,3.92E+03,2.28E+01,
9770192,27/9/2021,12:38:59 PM,-7.02E+00,2.51E+01,3.92E+03,2.28E+01,
9770193,27/9/2021,12:38:59 PM,-5.77E+00,2.60E+01,3.92E+03,2.28E+01,
9770194,27/9/2021,12:38:59 PM,-5.16E+00,2.71E+01,3.92E+03,2.28E+01,
9770195,27/9/2021,12:38:59 PM,-3.84E+00,2.87E+01,3.92E+03,2.28E+01,
9770196,27/9/2021,12:39:00 PM,-3.12E+00,2.79E+01,3.92E+03,2.27E+01,
9770197,27/9/2021,12:39:00 PM,-2.87E+00,2.69E+01,3.92E+03,2.27E+01,
9770198,27/9/2021,12:39:00 PM,-2.39E+00,2.63E+01,3.92E+03,2.27E+01,
9770199,27/9/2021,12:39:00 PM,-2.53E+00,2.48E+01,3.92E+03,2.27E+01,
9770200,27/9/2021,12:39:00 PM,-3.78E-01,2.27E+01,3.92E+03,2.27E+01,
9770201,27/9/2021,12:39:00 PM,1.25E+00,2.05E+01,3.92E+03,2.27E+01,
9770202,27/9/2021,12:39:00 PM,1.96E+00,1.90E+01,3.92E+03,2.27E+01,
9770203,27/9/2021,12:39:00 PM,3.40E+00,1.65E+01,3.92E+03,2.27E+01,
9770204,27/9/2021,12:39:00 PM,3.11E+00,1.55E+01,3.92E+03,2.28E+01,
9770205,27/9/2021,12:39:00 PM,2.92E+00,1.46E+01,3.92E+03,2.28E+01,
9770206,27/9/2021,12:39:01 PM,1.76E+00,1.32E+01,3.92E+03,2.28E+01,
9770207,27/9/2021,12:39:01 PM,3.51E-01,1.18E+01,3.92E+03,2.28E+01,
9770208,27/9/2021,12:39:01 PM,-1.44E+00,9.80E+00,3.92E+03,2.28E+01,
9770209,27/9/2021,12:39:01 PM,-4.68E+00,8.60E+00,3.92E+03,2.28E+01,
9770210,27/9/2021,12:39:01 PM,-4.99E+00,6.54E+00,3.92E+03,2.29E+01,
9770211,27/9/2021,12:39:01 PM,-6.10E+00,5.03E+00,3.92E+03,2.28E+01,
9770212,27/9/2021,12:39:01 PM,-7.12E+00,2.79E+00,3.92E+03,2.28E+01,
9770213,27/9/2021,12:39:01 PM,-6.36E+00,-9.97E-01,3.92E+03,2.28E+01,
9770214,27/9/2021,12:39:01 PM,-7.78E+00,-4.54E+00,3.92E+03,2.28E+01,
9770215,27/9/2021,12:39:01 PM,-7.10E+00,-7.21E+00,3.92E+03,2.28E+01,
9770216,27/9/2021,12:39:02 PM,-6.92E+00,-9.23E+00,3.92E+03,2.28E+01,
9770217,27/9/2021,12:39:02 PM,-6.70E+00,-1.11E+01,3.92E+03,2.28E+01,
9770218,27/9/2021,12:39:02 PM,-6.15E+00,-1.32E+01,3.91E+03,2.28E+01,
9770219,27/9/2021,12:39:02 PM,-8.36E+00,-1.30E+01,3.91E+03,2.28E+01,
9770220,27/9/2021,12:39:02 PM,-8.48E+00,-1.17E+01,3.92E+03,2.29E+01,
9770221,27/9/2021,12:39:02 PM,-8.87E+00,-1.04E+01,3.91E+03,2.29E+01,
9770222,27/9/2021,12:39:02 PM,-9.29E+00,-8.23E+00,3.92E+03,2.29E+01,
9770223,27/9/2021,12:39:02 PM,-1.03E+01,-5.82E+00,3.92E+03,2.29E+01,
9770224,27/9/2021,12:39:02 PM,-1.06E+01,-3.95E+00,3.92E+03,2.28E+01,
9770225,27/9/2021,12:39:02 PM,-1.13E+01,-1.64E+00,3.92E+03,2.28E+01,
9770226,27/9/2021,12:39:03 PM,-1.23E+01,1.59E-01,3.92E+03,2.28E+01,
9770227,27/9/2021,12:39:03 PM,-1.25E+01,1.59E+00,3.92E+03,2.27E+01,
9770228,27/9/2021,12:39:03 PM,-1.36E+01,2.62E+00,3.92E+03,2.27E+01,
9770229,27/9/2021,12:39:03 PM,-1.40E+01,4.21E+00,3.92E+03,2.27E+01,
9770230,27/9/2021,12:39:03 PM,-1.42E+01,5.61E+00,3.92E+03,2.27E+01,
9770231,27/9/2021,12:39:03 PM,-1.45E+01,7.85E+00,3.92E+03,2.27E+01,
9770232,27/9/2021,12:39:03 PM,-1.36E+01,1.02E+01,3.92E+03,2.27E+01,
9770233,27/9/2021,12:39:03 PM,-1.48E+01,1.23E+01,3.92E+03,2.27E+01,
9770234,27/9/2021,12:39:03 PM,-1.52E+01,1.48E+01,3.92E+03,2.28E+01,
9770235,27/9/2021,12:39:03 PM,-1.51E+01,1.76E+01,3.92E+03,2.28E+01,
